Id	Count	File(s)
8ST31	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST31_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST31_R2.fastq
8ST33	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST33_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST33_R2.fastq
8ST35	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST35_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST35_R2.fastq
8ST37	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST37_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST37_R2.fastq
8ST15	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST15_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST15_R2.fastq
4SP31	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP31_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP31_R2.fastq
4SP39	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP39_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP39_R2.fastq
4SP47	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP47_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP47_R2.fastq
8SP3	1	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP3_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP3_R2.fastq
8SP11	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP11_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP11_R2.fastq
plasma-1	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/plasma-1_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/plasma-1_R2.fastq
4ST97	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST97_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST97_R2.fastq
4ST99	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST99_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST99_R2.fastq
4ST101	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST101_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST101_R2.fastq
4ST103	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST103_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST103_R2.fastq
8ST1	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST1_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST1_R2.fastq
8ST28	1	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST28_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST28_R2.fastq
4SP32	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP32_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP32_R2.fastq
4SP40	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP40_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP40_R2.fastq
4SP48	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP48_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP48_R2.fastq
8SP4	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP4_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP4_R2.fastq
8SP12	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP12_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP12_R2.fastq
plasma-2	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/plasma-2_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/plasma-2_R2.fastq
8ST5	1	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST5_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST5_R2.fastq
8ST7	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST7_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST7_R2.fastq
8ST9	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST9_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST9_R2.fastq
8ST11	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST11_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST11_R2.fastq
8ST13	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST13_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST13_R2.fastq
8ST4	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST4_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST4_R2.fastq
4SP33	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP33_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP33_R2.fastq
4SP41	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP41_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP41_R2.fastq
4SP49	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP49_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP49_R2.fastq
8SP5	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP5_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP5_R2.fastq
8SP13	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP13_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP13_R2.fastq
plasma-3	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/plasma-3_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/plasma-3_R2.fastq
8ST17	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST17_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST17_R2.fastq
8ST19	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST19_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST19_R2.fastq
8ST21	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST21_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST21_R2.fastq
8ST24	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST24_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST24_R2.fastq
8ST26	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST26_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST26_R2.fastq
8ST16	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST16_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST16_R2.fastq
4SP34	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP34_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP34_R2.fastq
4SP42	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP42_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP42_R2.fastq
4SP50	1	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP50_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4SP50_R2.fastq
8SP6	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP6_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP6_R2.fastq
8SP14	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP14_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8SP14_R2.fastq
plasma-4	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/plasma-4_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/plasma-4_R2.fastq
8ST30	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST30_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST30_R2.fastq
8ST32	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST32_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST32_R2.fastq
8ST34	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST34_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST34_R2.fastq
8ST36	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST36_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST36_R2.fastq
8ST2	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST2_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST2_R2.fastq
8ST29	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST29_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/8ST29_R2.fastq
4ST1	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST1_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST1_R2.fastq
4ST2	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST2_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST2_R2.fastq
4ST3	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST3_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST3_R2.fastq
4ST4	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST4_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST4_R2.fastq
4ST5	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST5_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST5_R2.fastq
4ST6	1	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST6_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST6_R2.fastq
4ST7	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST7_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST7_R2.fastq
4ST8	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST8_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST8_R2.fastq
4ST9	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST9_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST9_R2.fastq
4ST10	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST10_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST10_R2.fastq
4ST11	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST11_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST11_R2.fastq
4ST12	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST12_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST12_R2.fastq
4ST13	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST13_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST13_R2.fastq
4ST14	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST14_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST14_R2.fastq
4ST15	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST15_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST15_R2.fastq
4ST16	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST16_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST16_R2.fastq
4ST17	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST17_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST17_R2.fastq
4ST18	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST18_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST18_R2.fastq
4ST19	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST19_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST19_R2.fastq
4ST20	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST20_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST20_R2.fastq
4ST21	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST21_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST21_R2.fastq
4ST22	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST22_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST22_R2.fastq
4ST23	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST23_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST23_R2.fastq
4ST24	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST24_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST24_R2.fastq
4ST25	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST25_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST25_R2.fastq
4ST26	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST26_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST26_R2.fastq
4ST27	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST27_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST27_R2.fastq
4ST28	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST28_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST28_R2.fastq
4ST29	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST29_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST29_R2.fastq
4ST30	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST30_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST30_R2.fastq
4ST31	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST31_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST31_R2.fastq
4ST32	1	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST32_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST32_R2.fastq
4ST33	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST33_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST33_R2.fastq
4ST34	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST34_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST34_R2.fastq
4ST35	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST35_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST35_R2.fastq
4ST36	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST36_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST36_R2.fastq
4ST37	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST37_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST37_R2.fastq
4ST38	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST38_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST38_R2.fastq
4ST39	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST39_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST39_R2.fastq
4ST40	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST40_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST40_R2.fastq
4ST41	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST41_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST41_R2.fastq
4ST42	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST42_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST42_R2.fastq
4ST43	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST43_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST43_R2.fastq
4ST44	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST44_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST44_R2.fastq
4ST45	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST45_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST45_R2.fastq
4ST46	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST46_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST46_R2.fastq
4ST47	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST47_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST47_R2.fastq
4ST48	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST48_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST48_R2.fastq
4ST49	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST49_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST49_R2.fastq
4ST50	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST50_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST50_R2.fastq
4ST51	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST51_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST51_R2.fastq
4ST52	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST52_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST52_R2.fastq
4ST53	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST53_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST53_R2.fastq
4ST54	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST54_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST54_R2.fastq
4ST55	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST55_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST55_R2.fastq
4ST56	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST56_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST56_R2.fastq
4ST57	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST57_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST57_R2.fastq
4ST58	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST58_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST58_R2.fastq
4ST59	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST59_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST59_R2.fastq
4ST60	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST60_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST60_R2.fastq
4ST61	3	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST61_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST61_R2.fastq
4ST62	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST62_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST62_R2.fastq
4ST63	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST63_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST63_R2.fastq
4ST64	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST64_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST64_R2.fastq
4ST65	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST65_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST65_R2.fastq
4ST66	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST66_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST66_R2.fastq
4ST67	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST67_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST67_R2.fastq
4ST68	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST68_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST68_R2.fastq
4ST69	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST69_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST69_R2.fastq
4ST70	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST70_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST70_R2.fastq
4ST71	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST71_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST71_R2.fastq
4ST72	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST72_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST72_R2.fastq
4ST73	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST73_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST73_R2.fastq
4ST74	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST74_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST74_R2.fastq
4ST75	1	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST75_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST75_R2.fastq
4ST76	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST76_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST76_R2.fastq
4ST77	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST77_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST77_R2.fastq
4ST78	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST78_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST78_R2.fastq
4ST79	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST79_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST79_R2.fastq
4ST80	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST80_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST80_R2.fastq
4ST81	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST81_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST81_R2.fastq
4ST82-1	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST82-1_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST82-1_R2.fastq
4ST82-2	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST82-2_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST82-2_R2.fastq
4ST84	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST84_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST84_R2.fastq
4ST85	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST85_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST85_R2.fastq
